piste,nimi,x_gk25,y_gk25,suunta,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot
B11,KYLÄSAARENKATU,25498365,6676228,1.0,21,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,1.0,22,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,1.0,23,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,1.0,24,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,1,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,2,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,3,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,4,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,5,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,6,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,7,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,8,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,9,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,10,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,11,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,12,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,13,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,14,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,15,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,16,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,17,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,18,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,19,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,20,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,21,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,22,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,23,2011,0,0,0,0,0,0,0,0
B11,KYLÄSAARENKATU,25498365,6676228,2.0,24,2011,0,0,0,0,0,0,0,0
B12,KULOSAAREN SILTA,25499254,6674809,1.0,1,2011,108,8,1,0,2,0,0,886
B12,KULOSAAREN SILTA,25499254,6674809,1.0,2,2011,52,4,1,0,1,0,0,518
B12,KULOSAAREN SILTA,25499254,6674809,1.0,3,2011,48,3,0,0,1,0,0,479
B12,KULOSAAREN SILTA,25499254,6674809,1.0,4,2011,52,4,1,0,1,0,0,489
B12,KULOSAAREN SILTA,25499254,6674809,1.0,5,2011,98,8,1,0,2,0,0,716
B12,KULOSAAREN SILTA,25499254,6674809,1.0,6,2011,363,28,5,0,6,0,0,2299
B12,KULOSAAREN SILTA,25499254,6674809,1.0,7,2011,148,21,5,0,5,1,0,9007
B12,KULOSAAREN SILTA,25499254,6674809,1.0,8,2011,480,62,7,0,2,5,0,16460
B12,KULOSAAREN SILTA,25499254,6674809,1.0,9,2011,724,81,11,1,9,12,0,18389
B12,KULOSAAREN SILTA,25499254,6674809,1.0,10,2011,1655,215,45,4,25,34,0,11355
B12,KULOSAAREN SILTA,25499254,6674809,1.0,11,2011,1187,239,63,2,19,17,0,8729
B12,KULOSAAREN SILTA,25499254,6674809,1.0,12,2011,1169,250,66,1,16,20,0,8839
B12,KULOSAAREN SILTA,25499254,6674809,1.0,13,2011,1209,194,41,2,16,20,0,8541
B12,KULOSAAREN SILTA,25499254,6674809,1.0,14,2011,1125,253,31,2,33,22,0,8371
B12,KULOSAAREN SILTA,25499254,6674809,1.0,15,2011,1124,219,37,3,38,22,0,8299
B12,KULOSAAREN SILTA,25499254,6674809,1.0,16,2011,295,52,6,1,11,9,0,9232
B12,KULOSAAREN SILTA,25499254,6674809,1.0,17,2011,380,29,4,0,12,7,0,9426
B12,KULOSAAREN SILTA,25499254,6674809,1.0,18,2011,334,31,1,0,10,7,0,9344
B12,KULOSAAREN SILTA,25499254,6674809,1.0,19,2011,1225,87,8,2,22,35,0,7890
B12,KULOSAAREN SILTA,25499254,6674809,1.0,20,2011,1012,58,14,4,19,20,0,6505
B12,KULOSAAREN SILTA,25499254,6674809,1.0,21,2011,883,68,12,2,14,15,0,5844
B12,KULOSAAREN SILTA,25499254,6674809,1.0,22,2011,546,43,8,2,8,10,0,4053
B12,KULOSAAREN SILTA,25499254,6674809,1.0,23,2011,278,21,4,1,4,8,0,2345
B12,KULOSAAREN SILTA,25499254,6674809,1.0,24,2011,187,14,3,1,3,4,0,1641
B12,KULOSAAREN SILTA,25499254,6674809,2.0,1,2011,154,11,2,0,3,0,0,1267
B12,KULOSAAREN SILTA,25499254,6674809,2.0,2,2011,91,7,2,0,2,0,0,814
B12,KULOSAAREN SILTA,25499254,6674809,2.0,3,2011,73,5,1,0,1,0,0,720
B12,KULOSAAREN SILTA,25499254,6674809,2.0,4,2011,67,5,1,0,1,0,0,593
B12,KULOSAAREN SILTA,25499254,6674809,2.0,5,2011,69,5,1,0,1,0,0,593
B12,KULOSAAREN SILTA,25499254,6674809,2.0,6,2011,133,9,2,0,2,0,0,903
B12,KULOSAAREN SILTA,25499254,6674809,2.0,7,2011,55,5,2,1,2,0,0,2917
B12,KULOSAAREN SILTA,25499254,6674809,2.0,8,2011,152,30,13,1,9,1,0,5536
B12,KULOSAAREN SILTA,25499254,6674809,2.0,9,2011,258,35,6,1,6,6,0,6797
B12,KULOSAAREN SILTA,25499254,6674809,2.0,10,2011,924,259,52,3,48,13,0,7227
B12,KULOSAAREN SILTA,25499254,6674809,2.0,11,2011,917,267,48,8,32,19,0,7612
B12,KULOSAAREN SILTA,25499254,6674809,2.0,12,2011,1113,249,51,4,22,16,0,8146
B12,KULOSAAREN SILTA,25499254,6674809,2.0,13,2011,1070,258,49,5,22,7,0,8164
B12,KULOSAAREN SILTA,25499254,6674809,2.0,14,2011,1232,275,37,4,21,25,0,9280
B12,KULOSAAREN SILTA,25499254,6674809,2.0,15,2011,1609,272,44,2,34,28,0,10936
B12,KULOSAAREN SILTA,25499254,6674809,2.0,16,2011,506,82,11,0,7,7,0,17207
B12,KULOSAAREN SILTA,25499254,6674809,2.0,17,2011,743,49,7,1,8,18,0,18676
B12,KULOSAAREN SILTA,25499254,6674809,2.0,18,2011,639,41,3,0,10,17,0,13582
B12,KULOSAAREN SILTA,25499254,6674809,2.0,19,2011,1714,131,6,1,22,47,0,10476
B12,KULOSAAREN SILTA,25499254,6674809,2.0,20,2011,1416,48,14,3,16,20,0,8052
B12,KULOSAAREN SILTA,25499254,6674809,2.0,21,2011,1185,90,18,3,13,15,0,7319
B12,KULOSAAREN SILTA,25499254,6674809,2.0,22,2011,862,65,13,2,9,10,0,6555
B12,KULOSAAREN SILTA,25499254,6674809,2.0,23,2011,490,37,7,1,6,5,0,3942
B12,KULOSAAREN SILTA,25499254,6674809,2.0,24,2011,336,25,5,1,5,5,0,2398
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,1,2011,150,9,1,6,4,0,0,767
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,2,2011,85,2,2,5,2,0,0,389
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,3,2011,54,2,0,2,2,0,0,280
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,4,2011,58,3,0,3,3,0,0,241
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,5,2011,69,6,0,3,4,0,0,405
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,6,2011,252,13,3,6,13,0,0,1969
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,7,2011,183,59,7,7,14,0,0,10355
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,8,2011,514,71,15,6,25,8,0,20433
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,9,2011,901,54,3,4,30,7,0,25734
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,10,2011,2517,239,47,27,86,28,0,17584
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,11,2011,1489,197,48,26,49,10,0,10970
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,12,2011,1553,177,42,25,42,12,0,11397
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,13,2011,1613,190,41,26,63,14,0,11214
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,14,2011,1423,178,42,13,49,11,0,10382
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,15,2011,1425,159,54,18,86,15,0,10675
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,16,2011,428,23,3,6,22,3,0,13326
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,17,2011,676,42,7,16,46,6,0,16351
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,18,2011,535,19,3,11,28,7,0,15280
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,19,2011,1764,60,11,6,70,19,0,11950
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,20,2011,1351,52,3,5,46,10,0,8835
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,21,2011,1203,60,11,18,51,0,0,7374
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,22,2011,693,35,6,14,30,0,0,5000
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,23,2011,374,19,3,10,18,0,0,2630
C01,LÄNSIVÄYLÄ,25491345,6672537,1.0,24,2011,285,14,2,10,12,0,0,1623
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,1,2011,165,8,1,4,6,0,0,1236
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,2,2011,78,4,1,2,4,0,0,571
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,3,2011,64,5,2,1,5,0,0,377
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,4,2011,49,2,1,1,2,0,0,259
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,5,2011,55,2,0,1,2,0,0,293
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,6,2011,109,7,1,1,6,0,0,823
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,7,2011,90,7,3,1,2,0,0,4059
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,8,2011,257,25,9,18,24,0,0,10997
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,9,2011,490,29,19,7,30,5,0,14833
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,10,2011,1287,154,44,33,98,11,0,10694
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,11,2011,1223,180,62,32,73,3,0,9561
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,12,2011,1376,190,58,6,53,7,0,10376
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,13,2011,1441,202,69,14,63,16,0,11435
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,14,2011,1619,157,22,18,75,14,0,12109
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,15,2011,1923,232,47,11,61,20,0,14297
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,16,2011,681,81,13,4,21,6,0,21459
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,17,2011,985,54,7,1,35,16,0,23465
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,18,2011,797,40,3,0,24,3,0,19669
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,19,2011,2219,107,17,6,80,21,0,15300
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,20,2011,1680,56,14,5,45,10,0,11815
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,21,2011,1480,72,13,4,64,5,0,9949
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,22,2011,1114,55,10,3,50,5,0,7521
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,23,2011,596,28,5,2,26,2,0,4127
C01,LÄNSIVÄYLÄ,25491345,6672537,2.0,24,2011,359,18,4,1,15,2,0,2142
C02,OTANIEMEN SILTA,25491325,6674234,1.0,1,2011,54,2,0,0,1,0,0,319
C02,OTANIEMEN SILTA,25491325,6674234,1.0,2,2011,33,1,0,0,1,0,0,190
C02,OTANIEMEN SILTA,25491325,6674234,1.0,3,2011,24,1,0,0,0,0,0,133
C02,OTANIEMEN SILTA,25491325,6674234,1.0,4,2011,23,1,0,0,0,0,0,126
C02,OTANIEMEN SILTA,25491325,6674234,1.0,5,2011,36,1,0,0,1,0,0,198
C02,OTANIEMEN SILTA,25491325,6674234,1.0,6,2011,103,4,1,0,3,0,0,514
C02,OTANIEMEN SILTA,25491325,6674234,1.0,7,2011,51,4,1,0,3,0,0,2300
C02,OTANIEMEN SILTA,25491325,6674234,1.0,8,2011,133,11,0,0,4,0,0,4834
C02,OTANIEMEN SILTA,25491325,6674234,1.0,9,2011,222,9,6,0,5,0,0,5345
C02,OTANIEMEN SILTA,25491325,6674234,1.0,10,2011,461,36,11,3,24,2,0,3315
C02,OTANIEMEN SILTA,25491325,6674234,1.0,11,2011,353,61,13,5,13,3,0,2380
C02,OTANIEMEN SILTA,25491325,6674234,1.0,12,2011,408,51,11,1,8,3,0,2251
C02,OTANIEMEN SILTA,25491325,6674234,1.0,13,2011,452,45,17,3,8,9,0,2459
C02,OTANIEMEN SILTA,25491325,6674234,1.0,14,2011,306,42,12,0,7,0,0,2117
C02,OTANIEMEN SILTA,25491325,6674234,1.0,15,2011,379,48,15,0,14,4,0,2368
C02,OTANIEMEN SILTA,25491325,6674234,1.0,16,2011,177,11,2,1,2,0,0,4079
C02,OTANIEMEN SILTA,25491325,6674234,1.0,17,2011,304,10,1,1,6,3,0,5081
C02,OTANIEMEN SILTA,25491325,6674234,1.0,18,2011,212,7,1,0,3,1,0,3871
C02,OTANIEMEN SILTA,25491325,6674234,1.0,19,2011,437,24,2,0,14,2,0,2297
C02,OTANIEMEN SILTA,25491325,6674234,1.0,20,2011,460,15,3,1,16,3,0,2163
C02,OTANIEMEN SILTA,25491325,6674234,1.0,21,2011,418,10,3,0,11,2,0,2005
C02,OTANIEMEN SILTA,25491325,6674234,1.0,22,2011,292,8,2,0,7,0,0,1771
C02,OTANIEMEN SILTA,25491325,6674234,1.0,23,2011,177,6,1,0,5,0,0,1046
C02,OTANIEMEN SILTA,25491325,6674234,1.0,24,2011,96,3,1,0,2,0,0,562
C02,OTANIEMEN SILTA,25491325,6674234,2.0,1,2011,49,2,0,0,1,0,0,186
C02,OTANIEMEN SILTA,25491325,6674234,2.0,2,2011,30,1,0,0,1,0,0,102
C02,OTANIEMEN SILTA,25491325,6674234,2.0,3,2011,22,1,0,0,0,0,0,84
C02,OTANIEMEN SILTA,25491325,6674234,2.0,4,2011,21,1,0,0,0,0,0,61
C02,OTANIEMEN SILTA,25491325,6674234,2.0,5,2011,25,1,0,0,1,0,0,91
C02,OTANIEMEN SILTA,25491325,6674234,2.0,6,2011,33,4,1,0,1,0,0,234
C02,OTANIEMEN SILTA,25491325,6674234,2.0,7,2011,30,4,1,0,2,0,0,1169
C02,OTANIEMEN SILTA,25491325,6674234,2.0,8,2011,81,15,1,0,5,0,0,2908
C02,OTANIEMEN SILTA,25491325,6674234,2.0,9,2011,201,15,1,1,3,3,0,5360
C02,OTANIEMEN SILTA,25491325,6674234,2.0,10,2011,501,57,9,1,13,6,0,3594
C02,OTANIEMEN SILTA,25491325,6674234,2.0,11,2011,329,46,13,1,11,4,0,2431
C02,OTANIEMEN SILTA,25491325,6674234,2.0,12,2011,397,61,18,2,8,6,0,2623
C02,OTANIEMEN SILTA,25491325,6674234,2.0,13,2011,344,33,21,0,6,5,0,2584
C02,OTANIEMEN SILTA,25491325,6674234,2.0,14,2011,382,54,9,2,7,5,0,2636
C02,OTANIEMEN SILTA,25491325,6674234,2.0,15,2011,429,33,5,1,18,5,0,2957
C02,OTANIEMEN SILTA,25491325,6674234,2.0,16,2011,121,15,1,0,6,0,0,4465
C02,OTANIEMEN SILTA,25491325,6674234,2.0,17,2011,180,5,0,0,3,1,0,4888
C02,OTANIEMEN SILTA,25491325,6674234,2.0,18,2011,184,14,0,0,4,0,0,3965
C02,OTANIEMEN SILTA,25491325,6674234,2.0,19,2011,479,18,1,1,16,4,0,2794
C02,OTANIEMEN SILTA,25491325,6674234,2.0,20,2011,452,23,3,0,14,3,0,2435
C02,OTANIEMEN SILTA,25491325,6674234,2.0,21,2011,382,15,3,0,11,1,0,1969
C02,OTANIEMEN SILTA,25491325,6674234,2.0,22,2011,267,11,2,0,7,0,0,1465
C02,OTANIEMEN SILTA,25491325,6674234,2.0,23,2011,162,7,1,0,5,0,0,780
C02,OTANIEMEN SILTA,25491325,6674234,2.0,24,2011,88,3,1,0,2,0,0,369
C03,TURUNVÄYLÄ,25491499,6676962,1.0,1,2011,42,1,0,0,1,0,0,309
C03,TURUNVÄYLÄ,25491499,6676962,1.0,2,2011,35,2,0,0,2,0,0,219
C03,TURUNVÄYLÄ,25491499,6676962,1.0,3,2011,35,2,0,0,2,0,0,175
C03,TURUNVÄYLÄ,25491499,6676962,1.0,4,2011,46,2,0,0,2,0,0,199
C03,TURUNVÄYLÄ,25491499,6676962,1.0,5,2011,57,3,0,0,1,0,0,355
C03,TURUNVÄYLÄ,25491499,6676962,1.0,6,2011,226,10,1,0,4,0,0,1489
C03,TURUNVÄYLÄ,25491499,6676962,1.0,7,2011,58,14,1,0,2,0,0,7763
C03,TURUNVÄYLÄ,25491499,6676962,1.0,8,2011,419,23,3,0,9,2,0,14527
C03,TURUNVÄYLÄ,25491499,6676962,1.0,9,2011,581,31,5,1,7,2,0,14271
C03,TURUNVÄYLÄ,25491499,6676962,1.0,10,2011,1415,108,16,13,23,4,0,8725
C03,TURUNVÄYLÄ,25491499,6676962,1.0,11,2011,799,74,14,6,17,2,0,5351
C03,TURUNVÄYLÄ,25491499,6676962,1.0,12,2011,710,68,15,10,18,2,0,5250
C03,TURUNVÄYLÄ,25491499,6676962,1.0,13,2011,798,80,12,12,17,3,0,5566
C03,TURUNVÄYLÄ,25491499,6676962,1.0,14,2011,713,92,39,7,21,6,0,5144
C03,TURUNVÄYLÄ,25491499,6676962,1.0,15,2011,753,91,35,0,28,7,0,5386
C03,TURUNVÄYLÄ,25491499,6676962,1.0,16,2011,175,25,8,0,4,1,0,6978
C03,TURUNVÄYLÄ,25491499,6676962,1.0,17,2011,275,17,4,0,4,5,0,8249
C03,TURUNVÄYLÄ,25491499,6676962,1.0,18,2011,246,12,4,2,5,5,0,6933
C03,TURUNVÄYLÄ,25491499,6676962,1.0,19,2011,854,52,13,1,19,10,0,5469
C03,TURUNVÄYLÄ,25491499,6676962,1.0,20,2011,608,67,3,4,12,3,0,4037
C03,TURUNVÄYLÄ,25491499,6676962,1.0,21,2011,596,25,6,1,14,3,0,3621
C03,TURUNVÄYLÄ,25491499,6676962,1.0,22,2011,403,18,4,0,11,0,0,2326
C03,TURUNVÄYLÄ,25491499,6676962,1.0,23,2011,195,8,2,0,3,0,0,1288
C03,TURUNVÄYLÄ,25491499,6676962,1.0,24,2011,99,4,1,0,2,0,0,668
C03,TURUNVÄYLÄ,25491499,6676962,2.0,1,2011,66,3,2,0,2,0,0,421
C03,TURUNVÄYLÄ,25491499,6676962,2.0,2,2011,58,3,0,0,1,0,0,288
C03,TURUNVÄYLÄ,25491499,6676962,2.0,3,2011,33,1,0,0,1,0,0,210
C03,TURUNVÄYLÄ,25491499,6676962,2.0,4,2011,26,1,0,0,1,0,0,170
C03,TURUNVÄYLÄ,25491499,6676962,2.0,5,2011,52,2,0,0,1,0,0,249
C03,TURUNVÄYLÄ,25491499,6676962,2.0,6,2011,77,4,1,0,3,0,0,565
C03,TURUNVÄYLÄ,25491499,6676962,2.0,7,2011,41,8,2,0,4,0,0,2191
C03,TURUNVÄYLÄ,25491499,6676962,2.0,8,2011,130,22,3,3,6,0,0,5415
C03,TURUNVÄYLÄ,25491499,6676962,2.0,9,2011,231,21,9,0,4,3,0,6957
C03,TURUNVÄYLÄ,25491499,6676962,2.0,10,2011,701,78,27,7,20,7,0,4912
C03,TURUNVÄYLÄ,25491499,6676962,2.0,11,2011,639,106,32,10,17,5,0,4444
C03,TURUNVÄYLÄ,25491499,6676962,2.0,12,2011,695,104,25,6,11,11,0,4942
C03,TURUNVÄYLÄ,25491499,6676962,2.0,13,2011,671,101,51,6,16,7,0,5232
C03,TURUNVÄYLÄ,25491499,6676962,2.0,14,2011,733,73,37,6,25,8,0,5788
C03,TURUNVÄYLÄ,25491499,6676962,2.0,15,2011,1074,123,32,2,29,8,0,7551
C03,TURUNVÄYLÄ,25491499,6676962,2.0,16,2011,371,43,11,0,4,3,0,12577
C03,TURUNVÄYLÄ,25491499,6676962,2.0,17,2011,465,34,4,2,6,5,0,12878
C03,TURUNVÄYLÄ,25491499,6676962,2.0,18,2011,387,23,5,0,8,2,0,10177
C03,TURUNVÄYLÄ,25491499,6676962,2.0,19,2011,1025,73,14,2,22,17,0,7271
C03,TURUNVÄYLÄ,25491499,6676962,2.0,20,2011,813,89,13,3,18,5,0,5671
C03,TURUNVÄYLÄ,25491499,6676962,2.0,21,2011,737,37,8,1,15,9,0,4937
C03,TURUNVÄYLÄ,25491499,6676962,2.0,22,2011,538,26,7,0,12,0,0,4189
C03,TURUNVÄYLÄ,25491499,6676962,2.0,23,2011,331,15,3,0,9,0,0,2509
C03,TURUNVÄYLÄ,25491499,6676962,2.0,24,2011,142,8,1,0,3,0,0,926
C04,TURUNTIE,25491594,6679078,1.0,1,2011,29,2,0,0,1,0,0,147
C04,TURUNTIE,25491594,6679078,1.0,2,2011,16,1,0,0,1,0,0,86
C04,TURUNTIE,25491594,6679078,1.0,3,2011,14,1,0,0,1,0,0,74
C04,TURUNTIE,25491594,6679078,1.0,4,2011,12,1,0,0,1,0,0,91
C04,TURUNTIE,25491594,6679078,1.0,5,2011,26,1,0,0,1,0,0,116
C04,TURUNTIE,25491594,6679078,1.0,6,2011,75,5,1,0,4,0,0,496
C04,TURUNTIE,25491594,6679078,1.0,7,2011,28,3,1,0,1,0,0,1642
C04,TURUNTIE,25491594,6679078,1.0,8,2011,92,17,5,0,5,0,0,3674
C04,TURUNTIE,25491594,6679078,1.0,9,2011,170,12,4,0,4,2,0,4159
C04,TURUNTIE,25491594,6679078,1.0,10,2011,322,51,16,0,16,6,0,2231
C04,TURUNTIE,25491594,6679078,1.0,11,2011,222,56,14,0,11,4,0,1609
C04,TURUNTIE,25491594,6679078,1.0,12,2011,257,40,8,0,12,4,0,1713
C04,TURUNTIE,25491594,6679078,1.0,13,2011,261,40,11,2,11,3,0,1793
C04,TURUNTIE,25491594,6679078,1.0,14,2011,287,52,13,0,12,1,0,1934
C04,TURUNTIE,25491594,6679078,1.0,15,2011,332,42,11,0,16,4,0,2112
C04,TURUNTIE,25491594,6679078,1.0,16,2011,114,18,2,0,6,0,0,3786
C04,TURUNTIE,25491594,6679078,1.0,17,2011,207,15,1,0,4,1,0,3805
C04,TURUNTIE,25491594,6679078,1.0,18,2011,112,10,2,1,4,1,0,2507
C04,TURUNTIE,25491594,6679078,1.0,19,2011,339,16,1,0,15,3,0,1918
C04,TURUNTIE,25491594,6679078,1.0,20,2011,259,14,0,0,13,1,0,1497
C04,TURUNTIE,25491594,6679078,1.0,21,2011,254,17,4,0,12,0,0,1436
C04,TURUNTIE,25491594,6679078,1.0,22,2011,191,12,2,0,9,0,0,1022
C04,TURUNTIE,25491594,6679078,1.0,23,2011,75,5,1,0,4,0,0,490
C04,TURUNTIE,25491594,6679078,1.0,24,2011,43,3,1,0,2,0,0,268
C04,TURUNTIE,25491594,6679078,2.0,1,2011,23,2,0,0,1,0,0,146
C04,TURUNTIE,25491594,6679078,2.0,2,2011,15,1,0,0,1,0,0,97
C04,TURUNTIE,25491594,6679078,2.0,3,2011,17,1,0,0,1,0,0,101
C04,TURUNTIE,25491594,6679078,2.0,4,2011,9,0,0,0,0,0,0,39
C04,TURUNTIE,25491594,6679078,2.0,5,2011,12,1,0,0,1,0,0,68
C04,TURUNTIE,25491594,6679078,2.0,6,2011,55,4,1,0,3,0,0,273
C04,TURUNTIE,25491594,6679078,2.0,7,2011,19,3,1,0,1,0,0,1178
C04,TURUNTIE,25491594,6679078,2.0,8,2011,83,14,8,0,3,0,0,2806
C04,TURUNTIE,25491594,6679078,2.0,9,2011,150,10,4,0,5,1,0,3184
C04,TURUNTIE,25491594,6679078,2.0,10,2011,310,44,16,1,15,4,0,1940
C04,TURUNTIE,25491594,6679078,2.0,11,2011,210,47,14,2,12,2,0,1537
C04,TURUNTIE,25491594,6679078,2.0,12,2011,273,36,10,1,11,0,0,1813
C04,TURUNTIE,25491594,6679078,2.0,13,2011,283,30,18,0,12,0,0,1940
C04,TURUNTIE,25491594,6679078,2.0,14,2011,268,50,19,1,12,3,0,1893
C04,TURUNTIE,25491594,6679078,2.0,15,2011,362,55,11,1,13,5,0,2345
C04,TURUNTIE,25491594,6679078,2.0,16,2011,129,21,0,0,5,0,0,3731
C04,TURUNTIE,25491594,6679078,2.0,17,2011,170,9,3,0,5,3,0,4259
C04,TURUNTIE,25491594,6679078,2.0,18,2011,171,11,4,2,6,2,0,3390
C04,TURUNTIE,25491594,6679078,2.0,19,2011,384,20,3,0,17,11,0,2141
C04,TURUNTIE,25491594,6679078,2.0,20,2011,288,11,3,3,12,10,0,1643
C04,TURUNTIE,25491594,6679078,2.0,21,2011,214,8,3,1,8,9,0,1309
C04,TURUNTIE,25491594,6679078,2.0,22,2011,168,6,3,1,7,0,0,977
C04,TURUNTIE,25491594,6679078,2.0,23,2011,109,7,2,0,5,0,0,567
C04,TURUNTIE,25491594,6679078,2.0,24,2011,41,3,1,0,2,0,0,263
C05,KEHÄ 1,25491021,6679686,1.0,1,2011,155,10,4,1,1,0,0,1289
C05,KEHÄ 1,25491021,6679686,1.0,2,2011,116,6,3,0,0,0,0,836
C05,KEHÄ 1,25491021,6679686,1.0,3,2011,64,3,1,0,0,0,0,557
C05,KEHÄ 1,25491021,6679686,1.0,4,2011,76,5,1,0,0,0,0,471
C05,KEHÄ 1,25491021,6679686,1.0,5,2011,119,8,3,0,0,0,0,948
C05,KEHÄ 1,25491021,6679686,1.0,6,2011,536,34,13,6,2,0,0,4399
C05,KEHÄ 1,25491021,6679686,1.0,7,2011,365,26,21,9,1,0,0,18795
C05,KEHÄ 1,25491021,6679686,1.0,8,2011,797,119,28,12,3,5,0,21729
C05,KEHÄ 1,25491021,6679686,1.0,9,2011,719,54,25,8,1,2,0,21349
C05,KEHÄ 1,25491021,6679686,1.0,10,2011,1894,281,169,50,10,5,0,17518
C05,KEHÄ 1,25491021,6679686,1.0,11,2011,1234,250,126,54,10,8,0,11220
C05,KEHÄ 1,25491021,6679686,1.0,12,2011,1288,218,143,42,6,5,0,11328
C05,KEHÄ 1,25491021,6679686,1.0,13,2011,1281,207,154,47,10,4,0,11474
C05,KEHÄ 1,25491021,6679686,1.0,14,2011,1388,225,123,47,7,2,0,11790
C05,KEHÄ 1,25491021,6679686,1.0,15,2011,1582,229,121,50,14,5,0,13451
C05,KEHÄ 1,25491021,6679686,1.0,16,2011,532,94,39,13,4,1,0,20231
